title,release_date,vote_count,vote_average
Carcasses,2009-08-25,3.0,7.7
The Gold Bug,2014-08-15,0.0,0.0
Independence,2010-04-21,2.0,5.0
Autohystoria,2007-01-27,2.0,6.5
La Morte Rouge,2006-02-09,2.0,5.5
Sacro GRA,2013-09-19,17.0,5.7
Gimme the Loot,2012-09-23,10.0,6.3
Run All Night,2015-03-11,1169.0,6.3
Event 15,2013-03-05,20.0,4.7
The Killers,1956-01-01,16.0,6.3
Asthma,2015-10-23,26.0,6.5
Refuge,2012-10-11,5.0,6.4
Melody,1971-03-28,13.0,7.4
Assassin,2015-03-09,13.0,3.8
Rich Hill,2014-01-19,23.0,7.6
Our Vinyl Weighs a Ton: This Is Stones Throw Records,2013-06-21,10.0,6.8
The Huns,1960-10-05,0.0,0.0
Mission Bloody Mary,1965-08-13,0.0,0.0
Password: Uccidete agente Gordon,1966-03-29,0.0,0.0
The incredible Paris Incident,1967-03-24,1.0,1.0
The Sinful Nuns of Saint Valentine,1974-03-26,5.0,5.2
One Man Against the Organization,1975-11-12,0.0,0.0
Broken Blossoms,1936-05-20,1.0,5.0
Rio,1939-12-29,1.0,5.0
The Lodger,1944-01-19,13.0,6.0
Guest in the House,1944-12-08,4.0,3.1
Singapore,1947-08-13,4.0,5.9
The Diamond Queen,1953-11-28,0.0,0.0
Stand by Me Doraemon,2014-08-08,103.0,7.0
Saints and Soldiers: The Void,2014-08-15,22.0,5.2
Little Deaths,2011-02-25,25.0,4.8
The Boxer's Omen,1983-10-23,14.0,7.3
Found,2012-03-30,43.0,6.3
Late Phases,2014-11-21,85.0,5.6
Thanatomorphose,2012-10-04,12.0,5.9
Dracula in Pakistan,1967-07-07,1.0,4.0
Digging Up the Marrow,2015-02-20,62.0,5.6
Clown,2014-11-13,372.0,5.3
Pauline détective,2012-10-01,18.0,4.9
Kingdom of Shadows,2015-01-01,1.0,7.0
Des roses en hiver,2014-09-12,1.0,6.5
Des fleurs pour Algernon,2006-11-14,6.0,7.1
Darling,2007-11-07,10.0,6.5
Memory Lane,2010-11-24,2.0,5.0
Camille Rewinds,2012-09-12,62.0,6.0
Road Hard,2015-03-06,8.0,6.6
Nymph,2014-03-08,22.0,4.0
Cinderella,2015-03-12,2426.0,6.7
Frozen Fever,2015-03-09,630.0,6.9
Lost for Life,2013-06-22,8.0,5.6
Enquiring Minds: The Untold Story of the Man Behind the National Enquirer,2014-10-16,1.0,7.0
Our Summer in Provence,2014-04-02,84.0,6.5
Kidnapping Mr. Heineken,2015-03-12,193.0,5.8
The Drop Box,2014-04-05,5.0,6.2
The Cobbler,2014-09-11,565.0,5.5
Crazy Beautiful You,2015-02-25,2.0,7.0
California Dreaming,1979-04-01,4.0,4.5
The Angels Wash Their Faces,1939-08-26,1.0,5.0
Beloved Enemy,1936-12-25,2.0,6.3
Blue Collar Comedy Tour: One for the Road,2006-06-15,6.0,6.8
Carry On Cowboy,1966-03-01,30.0,6.1
Chubasco,1967-06-30,0.0,0.0
Dead End,2012-03-08,8.0,4.2
Dead on Course,1952-04-01,2.0,5.3
Not So Dumb,1930-02-02,2.0,3.5
Gidget Goes Hawaiian,1961-06-02,4.0,4.6
Heat Wave,2011-05-19,4.0,4.5
Heat Wave,1990-08-13,0.0,0.0
The House Across the Lake,1954-04-16,2.0,6.0
Heaven Is a Playground,1991-10-04,2.0,6.5
Angel's Fall,2005-02-03,1.0,5.0
Illegally Yours,1988-01-01,3.0,4.0
Jailbait!,2000-04-16,3.0,4.7
Jailbait,2004-05-03,0.0,0.0
Lady from Louisiana,1941-04-22,5.0,5.1
My Teacher's Wife,1999-11-10,9.0,5.6
The Neighbors,2012-08-22,9.0,6.9
Oliver's Story,1978-12-15,9.0,5.1
Paid to Kill,1954-06-25,4.0,5.9
Patty Hearst,1988-09-23,10.0,5.0
Picture Mommy Dead,1966-11-02,1.0,5.0
Platoon Leader,1988-10-01,9.0,5.3
Shadow on the Wall,1950-05-19,3.0,7.0
The Dark Knight,2011-07-11,2.0,6.3
Standoff,1998-01-11,5.0,4.8
Take Care,2014-03-07,30.0,5.6
That Gal...Who Was in That Thing: That Guy 2,2015-03-07,1.0,7.0
The Case of the Stuttering Bishop,1937-06-08,1.0,5.5
The Case of the Velvet Claws,1936-08-15,1.0,7.0
The Discoverers,2014-05-16,4.0,5.8
The Gambler and the Lady,1952-12-26,3.0,5.5
The Half-Breed,1916-07-30,0.0,0.0
The Hollow,2004-08-25,10.0,4.6
Don't Let Him In,2011-06-12,22.0,3.7
The Life and Mind of Mark DeFriest,2014-04-30,2.0,8.5
They Rode West,1954-12-04,4.0,3.8
Big and Little Wong Tin Bar,1962-12-05,3.0,6.2
Two of a Kind,1951-07-01,4.0,6.3
Hotel,2013-09-06,14.0,6.1
Alphabet,2013-10-31,4.0,6.3
The Tree,2014-07-07,0.0,0.0
A Fight for,2014-09-16,2.0,8.0
Sailing to Paradise,2014-09-01,1.0,5.0
Dyke Hard,2015-02-08,2.0,4.5
The Strength of Water,2009-08-27,2.0,6.5
Other Girls,2015-03-27,0.0,0.0
A Bright Shining Lie,1998-01-01,7.0,6.1
Grizzly,1976-05-21,26.0,4.9
Silent Sonata,2011-02-08,2.0,8.5
Wolfsburg,2003-02-13,8.0,6.5
Ice Poison,2014-02-07,4.0,7.8
Coast of Death,2013-08-11,5.0,6.9
Bill Hicks: Sane Man,1989-12-01,13.0,8.2
The Harry Hill Movie,2013-12-20,10.0,3.8
The Wrecking Crew,2008-03-11,26.0,7.3
Tribulation,2000-01-14,2.0,4.5
Who Saw Her Die?,1972-05-12,9.0,6.4
India's Daughter,2015-03-08,13.0,8.3
Kill Speed,2010-07-02,9.0,3.7
8 Minutes Idle,2012-03-29,7.0,5.4
Absolute Aggression,2004-02-17,1.0,1.0
Mr. Pip,2012-09-08,21.0,6.0
Mega Piranha,2010-04-10,52.0,3.0
Men in White,1998-08-16,2.0,2.5
Black Field,2009-11-05,6.0,5.7
Contract Killers,2008-03-13,2.0,5.0
Magnificent Presence,2012-03-16,63.0,6.6
The Mascot,1933-01-01,11.0,7.3
The Suspended Step of the Stork,1991-01-01,3.0,7.3
Transmorphers,2007-06-26,22.0,2.2
Through the Forest,2005-10-12,3.0,6.0
Cardcaptor Sakura: The Sealed Card,2000-07-15,24.0,8.0
The Linguists,2008-01-17,2.0,8.0
Watch Me When I Kill,1977-08-06,3.0,6.7
A Rumor Of War,1980-09-24,1.0,0.0
Trackdown,1976-05-20,0.0,0.0
Outrage,1973-11-28,3.0,5.2
Hell Is a City,1960-04-10,7.0,5.8
The Crown Jewels,2011-06-29,7.0,5.6
Perfect Friday,1970-11-10,5.0,6.9
Pieces of Dreams,1970-09-23,0.0,0.0
Devil's Angels,1967-04-14,3.0,6.7
The Time Guardian,1987-12-03,8.0,4.6
Patrick,2013-10-15,63.0,4.6
Ruby Red,2013-03-14,330.0,6.6
The Coconut Revolution,2000-12-31,0.0,0.0
Poltergeist,2015-05-20,924.0,5.0
Pan,2015-09-24,979.0,5.9
While We're Young,2015-04-03,387.0,5.8
Michael Laudrup: A Football Player,1993-10-11,1.0,6.0
Among the Living,1941-12-19,4.0,5.4
The Pentagon Papers,2003-03-09,8.0,6.0
The Boy,2015-08-14,58.0,5.7
Nice People,2015-01-28,2.0,9.0
The Circle,2015-02-18,34.0,5.5
Baby Snakes,1979-12-21,2.0,8.3
Suite Française,2014-11-05,284.0,7.1
The Concert for Bangladesh,1972-03-23,5.0,7.1
Kitchen in Paris,2014-05-01,16.0,6.5
I Walk Alone,1948-01-16,11.0,6.2
Too Late for Tears,1949-08-13,13.0,6.7
Sitting Target,1972-06-19,6.0,7.2
The Infinite Man,2014-09-18,13.0,5.9
Insurgent,2015-03-18,3921.0,6.2
Dum Laga Ke Haisha,2015-02-27,28.0,7.1
Simon & the Oaks,2011-12-08,11.0,6.3
Big Game,2014-09-05,387.0,5.3
La vérité si je mens !,1997-04-01,98.0,6.3
Laissons Lucie faire !,2000-12-27,1.0,6.0
Venus & Fleur,2004-06-23,3.0,4.7
Fear Over the City,1975-04-09,24.0,6.8
Berserk: The Golden Age Arc 2 - The Battle for Doldrey,2012-06-23,67.0,7.2
Berserk: The Golden Age Arc 1 - The Egg of the King,2012-02-03,105.0,7.1
Berserk: The Golden Age Arc 3 - The Advent,2013-02-01,58.0,7.4
Hippocrates,2014-09-03,150.0,6.3
The Tenant of Wildfell Hall,1997-10-26,3.0,7.0
Glowing Stars,2009-01-30,5.0,6.9
The Amazing Screw-On Head,2006-08-20,8.0,8.0
Home,2015-03-18,1539.0,6.8
The Brave Little Toaster Goes to Mars,1998-05-19,12.0,5.8
Flying Home,2014-04-02,82.0,5.9
The Detective 2,2011-05-12,11.0,6.5
Henry VIII and His Six Wives,1972-07-13,5.0,7.4
I giorni contati,1963-01-01,2.0,7.0
"Congratulations, It's a Boy!",1971-09-22,0.0,0.0
Thief,1971-10-09,0.0,0.0
The Hunt for the Unicorn Killer,1999-05-09,4.0,5.5
Get Christie Love!,1974-01-22,2.0,5.5
Where the Lilies Bloom,1974-04-10,2.0,5.3
Shark Kill,1976-05-20,1.0,10.0
21 Hours at Munich,1976-11-07,2.0,5.0
One in a Million: The Ron LeFlore Story,1978-09-26,3.0,5.5
Secrets of a Married Man,1984-09-24,1.0,5.0
Something Wicked,2014-04-04,16.0,4.6
Midnight Special,2016-02-18,705.0,6.2
The Gunman,2015-02-16,397.0,5.5
The Disappearance of Eleanor Rigby: Her,2014-10-10,61.0,6.6
The Disappearance of Eleanor Rigby: Him,2014-10-10,72.0,6.6
The Color of Time,2012-11-16,8.0,4.4
Itinerary of a Spoiled Child,1988-11-30,23.0,7.6
Escobar: Paradise Lost,2014-10-11,281.0,6.1
Joe Hill,1971-08-25,6.0,4.9
Maid in Sweden,1971-11-03,8.0,4.2
The Corpse,1970-01-01,4.0,4.5
Face-Off,1971-11-12,3.0,5.5
Goodbye Uncle Tom,1971-09-30,11.0,6.5
Baby,2015-01-23,49.0,6.4
The Circle,2014-09-18,9.0,7.9
Southern Baptist Sissies,2013-11-18,1.0,10.0
Vengeance Can Wait,2010-10-09,5.0,6.7
Boys,2014-01-08,122.0,7.5
Futuro Beach,2014-05-01,31.0,6.4
Sal,2013-11-01,3.0,4.0
Furious 7,2015-04-01,4253.0,7.3
Unfriended,2015-04-17,1092.0,5.5
Master of the Universe,2013-11-07,14.0,6.9
Sadako 3D,2012-05-12,18.0,5.9
Backcountry,2015-03-20,159.0,5.8
The Garden of Sinners - Chapter 5: Paradox Spiral,2008-08-16,15.0,8.1
The No Mercy Man,1973-01-01,3.0,5.7
Au Pair Girls,1972-07-01,2.0,4.5
Popsy Pop,1971-03-10,0.0,0.0
The Happy Hooker,1975-01-01,3.0,5.3
"Little Girl, Big Tease",1976-07-01,0.0,0.0
Mako: The Jaws of Death,1976-07-01,1.0,5.0
Delta Force 3: The Killing Game,1991-01-01,9.0,2.5
Slumber Party '57,1976-08-31,0.0,0.0
Schizoid,1980-09-01,8.0,5.8
Operation Thunderbolt,1977-06-06,3.0,6.7
Muck,2015-03-15,35.0,3.5
We Are Still Here,2015-06-05,191.0,5.6
The Final Girls,2015-10-09,371.0,6.6
The Happy Hooker Goes To Washington,1977-07-15,4.0,5.1
Sam's Song,1969-01-01,2.0,5.5
Gas Pump Girls,1979-12-01,5.0,5.8
The Godsend,1980-01-25,13.0,5.4
Hot T-Shirts,1980-03-01,1.0,1.0
Lunar Cop,1995-12-19,4.0,3.8
Hospital Massacre,1981-10-16,16.0,5.3
Lemon Popsicle,1978-04-21,12.0,6.6
New Year's Evil,1980-12-26,12.0,5.6
Body and Soul,1981-01-01,2.0,1.5
A Man Called Sarge,1990-02-02,1.0,2.0
"Nana, the True Key of Pleasure",1983-06-13,3.0,4.7
Bolero,1984-08-31,23.0,3.4
Ghosts Can't Do It,1989-01-01,4.0,2.5
Robotech: The Movie,1986-07-25,1.0,4.0
Chain of Command,2000-07-22,1.0,5.0
The Fruit Machine,1988-01-01,4.0,6.3
The Whisperer in Darkness,2011-03-12,32.0,6.7
Mata Hari,1985-09-05,5.0,3.5
Beauty and the Beast,1987-04-01,14.0,6.5
Sleeping Beauty,1987-06-12,6.0,7.4
Crack House,1989-11-10,0.0,0.0
The Fourth War,1990-03-08,9.0,5.3
River of Death,1989-09-29,9.0,4.1
Wild 90,1968-01-01,1.0,5.0
Maidstone,1970-01-01,1.0,5.0
Midnight Ride,1990-01-01,2.0,8.0
Street Knight,1993-03-12,5.0,7.0
The Stud,1978-08-17,6.0,5.0
The Naked Cage,1986-03-01,2.0,5.5
No Place to Hide,1970-12-22,2.0,5.0
Rescue Me,1993-12-03,6.0,5.1
Dancers,1987-10-09,1.0,4.0
Fifty/Fifty,1992-01-01,4.0,7.3
When the Whales Came,1989-03-28,3.0,6.7
Spring,2014-03-20,186.0,6.5
Power Rangers,2015-02-24,123.0,7.2
Julie Darling,1983-03-01,2.0,8.0
The Birthday Party,1968-12-09,4.0,5.6
Not My Type,2014-04-30,52.0,6.2
Mall,2014-06-18,27.0,4.8
Brothers on the Line,2012-03-08,0.0,0.0
Beat the Drum,2003-10-10,5.0,7.6
Severe Clear,2010-03-12,2.0,5.5
"Guru, The Mad Monk",1970-01-05,3.0,5.0
Monaco Forever,1984-01-01,5.0,2.8
Cymbeline,2014-09-03,40.0,3.5
Gorilla Bathes at Noon,1993-02-11,2.0,6.8
Trapped in Space,1994-02-01,7.0,3.5
Doppelgänger Paul,2012-09-12,0.0,0.0
Spiders 2: Breeding Ground,2001-01-01,15.0,4.2
McCinsey's Island,1998-02-23,4.0,3.3
The Last Chase,1981-04-01,6.0,3.8
Petals on the Wind,2014-05-26,56.0,6.2
Mr. Troop Mom,2009-06-19,4.0,3.8
Balloon Farm,1999-03-28,4.0,3.5
In the Shadow,2012-09-13,12.0,5.7
Savage Weekend,1979-03-09,8.0,4.9
The Comeback,1978-06-16,6.0,6.0
Schizo,1976-11-11,5.0,6.7
House of Mortal Sin,1976-02-03,11.0,6.9
Frightmare,1974-11-05,10.0,6.9
House of Whipcord,1974-04-19,14.0,6.2
The Flesh and Blood Show,1972-10-01,5.0,4.8
Songs She Wrote About People She Knows,2014-09-04,0.0,0.0
Guter Junge,2008-04-09,0.0,0.0
Child 44,2015-03-15,565.0,6.1
Killer Crocodile,1989-11-15,7.0,6.6
The Conrad Boys,2006-01-01,9.0,5.3
Musikanten,2006-03-03,1.0,7.5
The Day I Saw Your Heart,2011-04-20,29.0,5.7
Promises in the Dark,1979-11-02,0.0,0.0
Champions,1984-04-20,3.0,6.0
George Carlin: Life Is Worth Losing,2005-11-05,18.0,8.1
Legend No. 17,2013-04-17,31.0,6.9
Love and Pigeons,1984-01-07,20.0,6.9
The Day That Lasted 21 Years,2012-09-30,1.0,8.0
Widows,2011-08-18,4.0,4.5
Santo vs. the She-Wolves,1976-05-13,0.0,0.0
Light Gradient,2009-06-04,5.0,5.6
A Little Chaos,2014-09-13,250.0,6.0
In the Name of the Son,2012-09-29,6.0,5.9
Innocence,1997-10-24,8.0,8.6
Bill W.,2012-05-18,1.0,5.0
The Beautiful Story,1992-03-18,2.0,8.0
"The Yakuza Papers, Vol. 2: Deadly Fight in Hiroshima",1973-04-28,12.0,7.7
"The Yakuza Papers, Vol. 3: Proxy War",1973-09-25,11.0,7.2
"The Yakuza Papers, Vol. 5: Final Episode",1974-06-29,10.0,6.8
"The Yakuza Papers, Vol. 4: Police Tactics",1974-01-15,9.0,6.1
Ballermann 6,1997-10-16,11.0,4.2
Execution Squad,1972-02-25,2.0,7.5
Get Hard,2015-03-26,961.0,5.9
Hellgate,2011-11-05,10.0,4.8
Aziz Ansari: Live at Madison Square Garden,2015-03-06,47.0,7.0
The Intruders,2015-02-24,46.0,4.7
Filmistaan,2012-07-10,3.0,7.0
That Sugar Film,2014-07-31,61.0,6.5
The Brass Legend,1956-12-01,2.0,7.0
But Forever in My Mind,1999-10-01,31.0,5.5
Mara and the Firebringer,2015-04-02,13.0,5.5
La liga no es cosa de hombres,1972-04-03,0.0,0.0
Stargate SG-1: Children of the Gods - Final Cut,2009-07-21,67.0,6.9
Die Weihnachtsklempner,1986-03-17,0.0,0.0
Dinotopia: Quest for the Ruby Sunstone,2005-05-17,5.0,6.0
The Vexxer,2007-03-10,33.0,6.3
Santa's Apprentice,2010-11-24,6.0,4.9
Vollidiot,2007-04-11,25.0,4.3
20 Years After,2008-01-01,20.0,2.8
Growing Up and Other Lies,2014-04-26,4.0,4.0
Ronal the Barbarian,2011-09-27,95.0,6.2
Sex Up Your Life!,2005-03-24,4.0,6.4
Forgotten,2012-12-20,16.0,5.3
Jesus liebt mich,2012-12-20,22.0,5.1
Mount St. Elias,2009-11-28,3.0,5.7
Süperseks,2004-09-30,0.0,0.0
Benjamin Blümchen - Seine schönsten Abenteuer,2006-09-28,0.0,0.0
Cinderella III: A Twist in Time,2007-02-06,244.0,6.0
Playground,2009-09-04,0.0,0.0
Hui Buh,2006-07-20,48.0,5.0
The Little Polar Bear: Lars and the Little Tiger,2002-12-04,3.0,6.0
Girls on Top 2,2004-06-17,13.0,4.4
Jonas,2012-01-05,12.0,5.4
"Mickey, Donald, Goofy: The Three Musketeers",2004-08-04,162.0,6.3
Rudolph the Red-Nosed Reindeer: The Movie,1998-10-16,35.0,5.8
Russendisko,2012-03-28,30.0,5.5
Saving Santa,2013-11-05,30.0,5.1
Forget me not,2013-01-31,7.0,7.1
Lucky Luke: The Ballad of the Daltons,1978-03-10,17.0,6.8
The Brain,1969-03-07,37.0,7.1
Casper's Haunted Christmas,2000-10-31,42.0,5.0
The Fearless Four,1997-10-02,4.0,5.5
A House of Secrets: Exploring 'Dragonwyck',2008-09-09,0.0,0.0
Night of the Living Dorks,2004-11-03,19.0,5.1
La Planque,2011-09-06,4.0,7.9
The First Star,2009-01-01,58.0,5.6
Siegfried,2005-07-28,12.0,3.7
Superstar Goofy,1991-01-01,4.0,4.8
Love Exposure,2007-10-18,1.0,3.0
Erkan & Stefan 2,2002-06-20,8.0,4.1
Erkan & Stefan 3,2005-05-19,8.0,3.8
Flodder 3,1995-06-29,18.0,5.3
Tom and Jerry: A Nutcracker Tale,2007-10-02,12.0,6.5
Kleines Arschloch - Der Film,1997-03-06,17.0,4.7
Manta - Der Film,1991-09-18,9.0,3.9
Girls on Top,2001-03-29,20.0,4.9
My Führer,2007-01-11,24.0,5.2
Stopped on Track,2011-12-19,12.0,6.3
Voll Normaaal,1994-11-10,14.0,5.0
Werner - Das muss kesseln!!!,1996-06-27,18.0,5.7
Werner - Volles Rooäää!!!,1999-09-16,22.0,4.8
What a Man,2011-08-25,51.0,5.5
7 Dwarves: The Forest Is Not Enough,2006-10-25,44.0,4.9
The Fat Spy,1966-05-11,4.0,2.5
"Die Bademeister – Weiber, saufen, Leben retten",1999-06-18,3.0,2.8
Ants in the Pants 2,2002-03-13,26.0,4.1
"Manta, Manta",1991-10-02,26.0,4.9
Oscar and the Lady in Pink,2009-11-15,26.0,6.7
For a Handful of Kisses,2014-05-16,10.0,5.4
Vietnam in HD,2011-11-08,6.0,8.1
WWII IN HD,2009-11-15,4.0,6.0
Phoenix,2014-09-25,147.0,6.4
Parallels,2015-03-01,148.0,6.2
Closed Curtain,2013-02-12,5.0,7.4
Gentlemen,2014-12-05,3.0,6.0
A Second Chance,2014-09-09,42.0,6.7
The Mystery of Happiness,2014-01-16,5.0,6.3
Dead Rising: Watchtower,2015-03-27,143.0,5.0
A Dream of Kings,1969-01-01,2.0,4.5
A Man to Remember,1938-10-14,0.0,0.0
App,2013-04-03,29.0,4.8
Arrow In The Dust,1954-04-25,3.0,5.2
Blueberry Hill,1988-12-02,1.0,5.0
Born Killers,2005-01-01,5.0,5.0
Calling Dr. Kildare,1939-04-28,2.0,4.5
Copper Canyon,1950-11-15,6.0,4.6
Standby,2014-11-14,14.0,6.6
New Year's Day,1990-02-09,2.0,5.5
What Men Talk About,2010-03-04,46.0,7.6
Three Quarter Moon,2011-10-13,7.0,5.3
Ants in the Pants,2000-03-29,26.0,4.5
Werner - Gekotzt wird später!,2003-07-17,11.0,5.4
Brother Bear 2,2006-08-17,318.0,6.3
No More School,2000-12-07,20.0,5.5
Forklift Driver Klaus: The First Day on the Job,2001-08-08,43.0,8.1
Kein Bund für's Leben,2007-08-30,10.0,5.4
"Fire, Ice & Canned Beer",2002-02-21,7.0,4.4
The Pirates,2014-08-06,45.0,6.4
The Rose of the Rascal,2001-01-01,5.0,6.6
Innocence,2014-09-05,13.0,4.3
Southside 1-1000,1950-11-16,1.0,5.0
The Judge Steps Out,1947-12-15,0.0,0.0
Kung Fu Jungle,2014-10-31,117.0,6.5
Last Flight Out,2004-05-06,0.0,0.0
Heat,1986-01-01,5.0,5.2
Superdome,1978-01-09,0.0,0.0
Hurricane,1974-09-10,1.0,6.0
"Private Vices, Public Virtues",1976-05-06,8.0,5.5
The Odd Angry Shot,1979-03-01,6.0,7.3
Breaking Point,1975-10-12,3.0,4.0
Deep Space,1988-05-01,4.0,3.8
Dollar for the Dead,1998-01-01,2.0,5.3
Five Miles to Midnight,1962-12-12,1.0,6.5
"Go West, Young Lady",1941-11-27,1.0,7.0
In God We Tru$t,1980-09-26,8.0,5.8
Law and Order,1969-03-02,3.0,6.7
Cattle Annie and Little Britches,1981-04-24,3.0,5.7
Off the Minnesota Strip,1980-05-05,0.0,0.0
Lost in a Harem,1944-12-01,4.0,5.6
Somebody Killed Her Husband,1978-09-29,2.0,7.5
My Sweet Charlie,1970-01-20,0.0,0.0
A Covenant with Death,1967-02-15,1.0,7.0
My Blood Runs Cold,1965-03-24,0.0,0.0
Six Days in Roswell,1998-01-02,1.0,8.0
Patrick,1978-10-01,27.0,6.1
Apache Blood,1975-01-06,1.0,0.0
Rhubarb,1951-08-29,3.0,4.2
Sabrina the Teenage Witch,1996-04-07,56.0,5.2
Safe at Home!,1962-04-13,2.0,4.5
Shadowheart,2009-08-04,3.0,5.2
The Good Old Boys,1995-03-05,5.0,5.4
The Great Man Votes,1939-01-13,1.0,6.5
The Rig,2010-10-05,31.0,3.8
The Unknown Cyclist,1998-10-10,1.0,5.0
The Young Rajah,1922-11-11,0.0,0.0
Thunderhead - Son of Flicka,1945-03-15,1.0,0.0
Dear Murderer,1947-06-23,6.0,5.5
Confession of Murder,2012-11-08,57.0,7.0
Moby Dick,2011-06-09,9.0,7.1
Kill Me Three Times,2015-04-10,171.0,5.5
Underwater Dreams,2014-07-11,1.0,5.0
Rurouni Kenshin: The Legend Ends,2014-09-13,99.0,7.5
Rurouni Kenshin: Kyoto Inferno,2014-08-01,113.0,7.4
Walter,2015-03-13,26.0,5.3
The Atticus Institute,2015-01-20,143.0,5.6
The Last Will and Testament of Rosalind Leigh,2012-11-09,47.0,5.0
Rise of the Legend,2014-11-20,34.0,6.4
Thunder at the Border,1966-12-13,13.0,5.5
Kristy,2014-08-07,115.0,5.9
Gangster Payday,2014-10-11,10.0,6.1
The Houses October Built,2014-10-10,97.0,5.5
In Darkness We Fall,2014-01-24,34.0,5.2
Preservation,2014-08-22,79.0,4.8
Christmas at Cartwright's,2014-12-07,10.0,5.8
Altar,2014-12-27,49.0,4.7
Poker Night,2014-12-20,90.0,5.9
Marine Boy,2009-02-05,6.0,6.1
House of Bones,2010-01-16,13.0,4.3
That Burning Feeling,2014-05-02,9.0,5.7
Uzumasa Limelight,2014-06-14,4.0,6.6
Lawrence & Holloman,2014-08-29,0.0,0.0
The Hagstone Demon,2011-09-27,4.0,3.4
A Wolf at the Door,2013-10-03,33.0,6.8
Jellyfish Eyes,2013-04-23,4.0,6.5
The Ugly Swans,2006-10-19,10.0,6.6
Moscow,2000-09-03,3.0,4.7
"A Man, a Woman and a Bank",1979-09-28,4.0,6.3
Atlántida,2014-02-11,0.0,0.0
Natural Sciences,2014-03-10,2.0,6.0
Lions,2012-09-03,2.0,8.0
The Wild Ones,2012-10-04,1.0,5.0
Profit Motive and the Whispering Wind,2007-07-05,1.0,5.0
The Face,2013-11-15,1.0,8.0
Balnearios,2002-04-23,1.0,5.0
Paganini Horror,1989-06-06,4.0,3.0
Hardbodies 2,1986-09-12,9.0,4.1
Hardbodies,1984-05-04,17.0,5.0
My Only Sunshine,2009-03-05,8.0,6.6
Stitches,1985-11-01,0.0,0.0
Somersault in a Coffin,1996-04-01,8.0,8.1
Inside,2012-04-13,8.0,6.8
Majority,2010-01-10,10.0,6.2
Vavien,2009-11-18,9.0,6.5
Time to Love,1965-10-09,6.0,8.2
The Angel of Vengeance - The Female Hamlet,1977-01-01,2.0,5.0
Suçlular aramizda,1964-12-07,0.0,0.0
Room 514,2012-10-12,1.0,7.0
The Humbling,2014-03-26,39.0,5.3
"Isoroku Yamamoto, the Commander-in-Chief of the Combined Fleet",2011-12-23,7.0,5.7
Tomboy,1985-11-14,13.0,5.3
Reckless Kelly,1994-05-04,6.0,4.3
It Takes Two,1988-07-13,5.0,5.4
Regarding Susan Sontag,2014-04-20,3.0,6.3
Terror at the Mall,2014-09-15,1.0,8.0
Malibu Beach,1978-05-01,5.0,4.3
Hamburger: The Motion Picture,1986-05-05,11.0,5.1
Jocks,1986-11-14,5.0,3.4
Last Resort,1986-03-31,2.0,4.0
The Maker,1997-10-17,5.0,5.1
14 Going on 30,1988-03-06,4.0,5.0
Can of Worms,1999-04-10,6.0,5.2
Babycakes,1989-02-14,1.0,4.0
Willy/Milly,1986-11-14,1.0,6.0
Little White Lie,2014-07-29,4.0,5.3
Beauty and the Beast,1978-03-01,20.0,7.8
Apartment Troubles,2014-06-15,8.0,5.4
Lily & Kat,2015-03-20,6.0,4.4
Loaded,2014-03-08,3.0,4.0
Running Hot,1984-02-01,2.0,6.5
Camp Cucamonga,1990-09-23,9.0,4.7
My American Cousin,1985-09-05,3.0,4.7
Quarterback Princess,1983-12-03,4.0,5.3
Wimps,1986-01-01,1.0,5.0
Cheerleaders' Wild Weekend,1979-09-01,3.0,2.7
Casomai,2002-01-01,9.0,6.0
Stud Life,2012-03-22,1.0,5.0
Sherlock Holmes in New York,1976-10-18,5.0,6.0
Garden of Love,2003-03-03,5.0,3.8
The Village,2010-02-01,0.0,0.0
Shaun the Sheep Movie,2015-02-05,456.0,6.9
Infinitely Polar Bear,2014-01-18,135.0,6.9
Bastards,2006-02-02,17.0,6.1
3:15,1985-01-31,2.0,6.0
Hot Times at Montclair High,1989-01-01,1.0,6.0
Puberty Blues,1981-12-10,10.0,5.4
Computer Beach Party,1987-01-01,1.0,3.0
The Check Is in the Mail...,1986-01-01,1.0,7.0
Summer Job,1989-03-03,3.0,4.3
P.R.O.F.S,1985-09-18,31.0,6.6
Poison Ivy,1985-02-10,7.0,5.4
An Insignificant Harvey,2011-10-07,2.0,6.3
The Big Steal,1990-09-20,5.0,6.0
The Whoopee Boys,1986-08-22,0.0,0.0
Preppies,1984-04-01,0.0,0.0
Crash Course,1988-01-18,1.0,5.0
The Beach Girls,1982-03-26,7.0,5.2
Tell Me a Riddle,1980-12-15,0.0,0.0
Goin' All the Way!,1982-11-11,2.0,3.5
The Bermuda Triangle,1996-01-01,6.0,6.2
The Ages of Love,2011-02-25,56.0,5.2
Last Knights,2015-04-03,348.0,6.2
The Viral Factor,2012-01-19,23.0,5.6
Kiss Me Again,2010-01-29,79.0,5.3
Penny Pinchers,2011-11-10,12.0,7.3
Boobs: An American Obsession,2010-02-09,0.0,0.0
The Jinx: The Life and Deaths of Robert Durst,2015-02-08,85.0,8.6
Matt Shepard Is a Friend of Mine,2014-10-07,15.0,8.2
Cavegirl,1985-05-01,5.0,4.8
Streetwalkin',1985-09-20,2.0,7.0
Screen Test,1985-08-09,0.0,0.0
Batman vs. Robin,2015-04-14,218.0,6.8
Liar's Moon,1982-09-01,3.0,4.8
